Year,Country,Medal
2004,CHN,Gold
2004,CHN,Gold
2004,CHN,Gold
2004,CHN,Gold
2004,CHN,Gold
2004,CHN,Gold
2004,CHN,Gold
2004,CHN,Gold
2004,RUS,Silver
2004,RUS,Silver
2004,RUS,Silver
2004,RUS,Silver
2004,RUS,Silver
2004,RUS,Silver
2004,RUS,Silver
2004,RUS,Silver
2004,RUS,Silver
2004,RUS,Silver
2004,RUS,Silver
2004,RUS,Silver
2004,TUR,Bronze
2004,TUR,Gold
2004,CHN,Silver
2004,BUL,Bronze
2004,IRI,Gold
2004,LAT,Silver
2004,POL,Bronze
2004,CHN,Gold
2004,KOR,Silver
2004,RUS,Bronze
2004,RUS,Gold
2004,UKR,Silver
2004,THA,Bronze
2004,TUR,Gold
2004,CHN,Silver
2004,COL,Bronze
2004,THA,Gold
2004,INA,Silver
2004,THA,Bronze
2004,CHN,Gold
2004,PRK,Silver
2004,VEN,Bronze
2004,CHN,Gold
2004,CHN,Silver
2004,BLR,Bronze
2004,UKR,Gold
2004,BLR,Silver
2004,CRO,Bronze
2004,CHN,Gold
2004,KOR,Silver
2004,RUS,Bronze
2004,CHN,Gold
2004,HUN,Silver
2004,RUS,Bronze
2004,THA,Gold
2004,RUS,Silver
2004,RUS,Bronze
2004,TUR,Gold
2004,KAZ,Silver
2004,GRE,Bronze
2004,GEO,Gold
2004,BLR,Silver
2004,RUS,Bronze
2004,BUL,Gold
2004,RUS,Silver
2004,USA,Bronze
2004,UKR,Gold
2004,JPN,Silver
2004,JPN,Bronze
2004,RUS,Gold
2004,USA,Silver
2004,FRA,Bronze
2004,JPN,Gold
2004,CAN,Silver
2004,JPN,Bronze
2004,CUB,Gold
2004,IRI,Silver
2004,FRA,Bronze
2004,JPN,Gold
2004,USA,Silver
2004,RUS,Bronze
2004,UKR,Gold
2004,USA,Silver
2004,JPN,Bronze
2004,CHN,Gold
2004,RUS,Silver
2004,CUB,Bronze
2004,RUS,Gold
2004,KAZ,Silver
2004,RUS,Bronze
2004,USA,Gold
2004,KOR,Silver
2004,IRI,Bronze
2004,RUS,Gold
2004,UZB,Silver
2004,TUR,Bronze
2004,UZB,Gold
2004,IRI,Silver
2004,GRE,Bronze
2004,HUN,Gold
2004,RUS,Silver
2004,BUL,Bronze
2004,KOR,Gold
2004,CUB,Silver
2004,KAZ,Bronze
2004,AZE,Gold
2004,TUR,Silver
2004,RUS,Bronze
2004,UZB,Gold
2004,FIN,Silver
2004,BLR,Bronze
2004,RUS,Gold
2004,SWE,Silver
2004,TUR,Bronze
2004,EGY,Gold
2004,GEO,Silver
2004,USA,Bronze
2004,RUS,Gold
2004,KAZ,Silver
2008,RUS,Bronze
2008,AUS,Gold
2008,CHN,Silver
2008,CHN,Bronze
2008,CHN,Gold
2008,CAN,Silver
2008,CHN,Bronze
2008,CHN,Gold
2008,CAN,Silver
2008,CHN,Bronze
2008,CHN,Gold
2008,RUS,Silver
2008,RUS,Bronze
2008,RUS,Bronze
2008,CHN,Gold
2008,CHN,Gold
2008,GER,Silver
2008,GER,Silver
2008,MEX,Bronze
2008,MEX,Bronze
2008,CHN,Gold
2008,CHN,Gold
2008,AUS,Silver
2008,AUS,Silver
2008,UKR,Bronze
2008,UKR,Bronze
2008,CHN,Gold
2008,CHN,Gold
2008,RUS,Silver
2008,RUS,Silver
2008,GER,Bronze
2008,GER,Bronze
2008,CHN,Gold
2008,CHN,Gold
2008,RUS,Silver
2008,RUS,Silver
2008,AUS,Bronze
2008,RUS,Bronze
2008,USA,Gold
2008,USA,Silver
2008,USA,Bronze
2008,USA,Gold
2008,ZIM,Silver
2008,FRA,Bronze
2008,JPN,Gold
2008,NOR,Silver
2008,AUT,Bronze
2008,AUS,Gold
2008,USA,Silver
2008,AUS,Bronze
2008,USA,Gold
2008,SRB,Silver
2008,AUS,Bronze
2008,AUS,Gold
2008,USA,Silver
2008,BRA,Bronze
2008,USA,Bronze
2008,FRA,Gold
2008,AUS,Silver
2008,USA,Bronze
2008,GER,Gold
2008,AUS,Silver
2008,CAN,Bronze
2008,TUN,Gold
2008,AUS,Silver
2008,RUS,Bronze
2008,USA,Gold
2008,USA,Silver
2008,JPN,Bronze
2008,ZIM,Gold
2008,USA,Silver
2008,FRA,Bronze
2008,JPN,Gold
2008,AUS,Silver
2008,NOR,Bronze
2008,USA,Gold
2008,AUS,Silver
2008,JPN,Bronze
2008,USA,Gold
2008,HUN,Silver
2008,AUS,Bronze
2008,CHN,Gold
2008,CHN,Silver
2008,USA,Bronze
2008,USA,Gold
2008,KOR,Silver
2008,CHN,Bronze
2008,ITA,Gold
2008,SLO,Silver
2008,USA,Bronze
2008,USA,Gold
2008,HUN,Silver
2008,USA,Bronze
2008,AUS,Gold
2008,ZIM,Silver
2008,USA,Bronze
2008,KOR,Gold
2008,CHN,Silver
2008,GBR,Bronze
2008,GBR,Gold
2008,USA,Silver
2008,USA,Bronze
2008,USA,Gold
2008,HUN,Silver
2008,USA,Bronze
2008,AUS,Gold
2008,ZIM,Silver
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,FRA,Silver
2008,FRA,Silver
2008,FRA,Silver
2008,FRA,Silver
2008,FRA,Silver
2008,FRA,Silver
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,NED,Gold
2008,NED,Gold
2008,NED,Gold
2008,NED,Gold
2008,NED,Gold
2008,NED,Gold
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,JPN,Bronze
2008,JPN,Bronze
2008,JPN,Bronze
2008,JPN,Bronze
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,AUS,Silver
2008,AUS,Silver
2008,AUS,Silver
2008,AUS,Silver
2008,AUS,Silver
2008,AUS,Silver
2008,AUS,Silver
2008,AUS,Silver
2008,CHN,Bronze
2008,CHN,Bronze
2008,CHN,Bronze
2008,CHN,Bronze
2008,CHN,Bronze
2008,AUS,Gold
2008,AUS,Gold
2008,AUS,Gold
2008,AUS,Gold
2008,AUS,Gold
2008,AUS,Gold
2008,AUS,Gold
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,RUS,Silver
2008,RUS,Silver
2008,RUS,Silver
2008,RUS,Silver
2008,RUS,Silver
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,AUS,Gold
2008,AUS,Gold
2008,AUS,Gold
2008,AUS,Gold
2008,AUS,Gold
2008,AUS,Gold
2008,AUS,Gold
2008,AUS,Gold
2008,CHN,Silver
2008,CHN,Silver
2008,CHN,Silver
2008,CHN,Silver
2008,CHN,Silver
2008,FRA,Bronze
2008,BRA,Gold
2008,FRA,Silver
2008,AUS,Bronze
2008,GER,Gold
2008,USA,Silver
2008,DEN,Bronze
2008,GBR,Gold
2008,ITA,Silver
2008,GER,Bronze
2008,NED,Gold
2008,GBR,Silver
2008,GBR,Bronze
2008,RUS,Gold
2008,GBR,Silver
2008,JPN,Bronze
2008,JPN,Bronze
2008,RUS,Gold
2008,RUS,Gold
2008,ESP,Silver
2008,ESP,Silver
2008,CHN,Bronze
2008,CHN,Bronze
2008,CHN,Bronze
2008,CHN,Bronze
2008,CHN,Bronze
2008,CHN,Bronze
2008,CHN,Bronze
2008,CHN,Bronze
2008,CHN,Bronze
2008,RUS,Gold
2008,RUS,Gold
2008,RUS,Gold
2008,RUS,Gold
2008,RUS,Gold
2008,RUS,Gold
2008,RUS,Gold
2008,RUS,Gold
2008,RUS,Gold
2008,ESP,Silver
2008,ESP,Silver
2008,ESP,Silver
2008,ESP,Silver
2008,ESP,Silver
2008,ESP,Silver
2008,ESP,Silver
2008,ESP,Silver
2008,ESP,Silver
2008,SRB,Bronze
2008,SRB,Bronze
2008,SRB,Bronze
2008,SRB,Bronze
2008,SRB,Bronze
2008,SRB,Bronze
2008,SRB,Bronze
2008,SRB,Bronze
2008,SRB,Bronze
2008,SRB,Bronze
2008,SRB,Bronze
2008,SRB,Bronze
2008,SRB,Bronze
2008,HUN,Gold
2008,HUN,Gold
2008,HUN,Gold
2008,HUN,Gold
2008,HUN,Gold
2008,HUN,Gold
2008,HUN,Gold
2008,HUN,Gold
2008,HUN,Gold
2008,HUN,Gold
2008,HUN,Gold
2008,HUN,Gold
2008,HUN,Gold
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,NED,Gold
2008,NED,Gold
2008,NED,Gold
2008,NED,Gold
2008,NED,Gold
2008,NED,Gold
2008,NED,Gold
2008,NED,Gold
2008,NED,Gold
2008,NED,Gold
2008,NED,Gold
2008,NED,Gold
2008,NED,Gold
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,RUS,Bronze
2008,UKR,Gold
2008,KOR,Silver
2008,KOR,Bronze
2008,CHN,Gold
2008,KOR,Silver
2008,CHN,Bronze
2008,CHN,Bronze
2008,CHN,Bronze
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,ITA,Silver
2008,ITA,Silver
2008,ITA,Silver
2008,FRA,Bronze
2008,FRA,Bronze
2008,FRA,Bronze
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,CHN,Silver
2008,CHN,Silver
2008,CHN,Silver
2008,KEN,Bronze
2008,ETH,Gold
2008,ETH,Silver
2008,USA,Bronze
2008,ETH,Gold
2008,TUR,Silver
2008,USA,Bronze
2008,JAM,Gold
2008,TRI,Silver
2008,JAM,Gold
2008,JAM,Silver
2008,JAM,Silver
2008,CAN,Bronze
2008,USA,Gold
2008,AUS,Silver
2008,USA,Bronze
2008,CUB,Gold
2008,USA,Silver
2008,FRA,Bronze
2008,KEN,Gold
2008,NZL,Silver
2008,UKR,Bronze
2008,KEN,Gold
2008,UKR,Silver
2008,USA,Bronze
2008,JAM,Gold
2008,USA,Silver
2008,JAM,Bronze
2008,JAM,Gold
2008,USA,Silver
2008,ITA,Bronze
2008,RUS,Gold
2008,NOR,Silver
2008,AUS,Bronze
2008,RUS,Gold
2008,ECU,Silver
2008,KEN,Bronze
2008,KEN,Gold
2008,FRA,Silver
2008,RUS,Bronze
2008,RUS,Gold
2008,KEN,Silver
2008,USA,Bronze
2008,USA,Gold
2008,USA,Silver
2008,USA,Bronze
2008,GBR,Gold
2008,JAM,Silver
2008,USA,Bronze
2008,USA,Gold
2008,USA,Silver
2008,GBR,Bronze
2008,JAM,Gold
2008,USA,Silver
2008,JPN,Bronze
2008,JPN,Bronze
2008,JPN,Bronze
2008,JPN,Bronze
2008,JAM,Gold
2008,JAM,Gold
2008,JAM,Gold
2008,JAM,Gold
2008,TRI,Silver
2008,TRI,Silver
2008,TRI,Silver
2008,TRI,Silver
2008,NGR,Bronze
2008,NGR,Bronze
2008,NGR,Bronze
2008,NGR,Bronze
2008,RUS,Gold
2008,RUS,Gold
2008,RUS,Gold
2008,RUS,Gold
2008,BEL,Silver
2008,BEL,Silver
2008,BEL,Silver
2008,BEL,Silver
2008,RUS,Bronze
2008,RUS,Bronze
2008,RUS,Bronze
2008,RUS,Bronze
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,BAH,Silver
2008,BAH,Silver
2008,BAH,Silver
2008,BAH,Silver
2008,JAM,Bronze
2008,JAM,Bronze
2008,JAM,Bronze
2008,JAM,Bronze
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,RUS,Silver
2008,RUS,Silver
2008,RUS,Silver
2008,RUS,Silver
2008,KEN,Bronze
2008,ETH,Gold
2008,KEN,Silver
2008,ETH,Bronze
2008,ETH,Gold
2008,TUR,Silver
2008,RUS,Bronze
2008,ITA,Gold
2008,AUS,Silver
2008,KEN,Bronze
2008,KEN,Gold
2008,SUD,Silver
2008,MAR,Bronze
2008,KEN,Gold
2008,KEN,Silver
2008,CUB,Bronze
2008,USA,Gold
2008,BLR,Silver
2008,LTU,Bronze
2008,EST,Gold
2008,POL,Silver
2008,UKR,Bronze
2008,USA,Gold
2008,CUB,Silver
2008,BLR,Bronze
2008,SLO,Gold
2008,BLR,Silver
2008,CHN,Bronze
2008,BLR,Gold
2008,CUB,Silver
2008,RUS,Bronze
2008,UKR,Gold
2008,USA,Silver
2008,RUS,Bronze
2008,RUS,Gold
2008,GBR,Silver
2008,RUS,Bronze
2008,BEL,Gold
2008,CRO,Silver
2008,FIN,Bronze
2008,NOR,Gold
2008,LAT,Silver
2008,GER,Bronze
2008,CZE,Gold
2008,RUS,Silver
2008,CUB,Bronze
2008,PAN,Gold
2008,RSA,Silver
2008,NGR,Bronze
2008,BRA,Gold
2008,RUS,Silver
2008,ETH,Bronze
2008,KEN,Gold
2008,MAR,Silver
2008,CHN,Bronze
2008,ROU,Gold
2008,KEN,Silver
2008,UKR,Bronze
2008,AUS,Gold
2008,RUS,Silver
2008,RUS,Bronze
2008,RUS,Gold
2008,USA,Silver
2008,BLR,Bronze
2008,POL,Gold
2008,USA,Silver
2008,BLR,Bronze
2008,NZL,Gold
2008,BLR,Silver
2008,BAH,Bronze
2008,POR,Gold
2008,GBR,Silver
2008,GRE,Bronze
2008,CMR,Gold
2008,RUS,Silver
2008,KOR,Bronze
2008,KOR,Bronze
2008,CHN,Bronze
2008,INA,Gold
2008,INA,Gold
2008,KOR,Gold
2008,CHN,Silver
2008,CHN,Silver
2008,INA,Silver
2008,CHN,Bronze
2008,CHN,Bronze
2008,CHN,Bronze
2008,CHN,Gold
2008,CHN,Gold
2008,KOR,Gold
2008,KOR,Silver
2008,KOR,Silver
2008,INA,Silver
2008,CHN,Bronze
2008,CHN,Gold
2008,MAS,Silver
2008,INA,Bronze
2008,CHN,Gold
2008,CHN,Silver
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,KOR,Gold
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,CUB,Silver
2008,ARG,Bronze
2008,ARG,Bronze
2008,ARG,Bronze
2008,ARG,Bronze
2008,ARG,Bronze
2008,ARG,Bronze
2008,ARG,Bronze
2008,ARG,Bronze
2008,ARG,Bronze
2008,ARG,Bronze
2008,ARG,Bronze
2008,ARG,Bronze
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,ESP,Silver
2008,ESP,Silver
2008,ESP,Silver
2008,ESP,Silver
2008,ESP,Silver
2008,ESP,Silver
2008,ESP,Silver
2008,ESP,Silver
2008,ESP,Silver
2008,ESP,Silver
2008,ESP,Silver
2008,ESP,Silver
2008,RUS,Bronze
2008,RUS,Bronze
2008,RUS,Bronze
2008,RUS,Bronze
2008,RUS,Bronze
2008,RUS,Bronze
2008,RUS,Bronze
2008,RUS,Bronze
2008,RUS,Bronze
2008,RUS,Bronze
2008,RUS,Bronze
2008,RUS,Bronze
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,AUS,Silver
2008,AUS,Silver
2008,AUS,Silver
2008,AUS,Silver
2008,AUS,Silver
2008,AUS,Silver
2008,AUS,Silver
2008,AUS,Silver
2008,AUS,Silver
2008,AUS,Silver
2008,AUS,Silver
2008,AUS,Silver
2008,UKR,Bronze
2008,GBR,Bronze
2008,ITA,Gold
2008,CHN,Silver
2008,RUS,Bronze
2008,ITA,Bronze
2008,THA,Gold
2008,CUB,Silver
2008,IRL,Bronze
2008,CUB,Bronze
2008,CHN,Gold
2008,MGL,Silver
2008,MDA,Bronze
2008,MRI,Bronze
2008,MGL,Gold
2008,CUB,Silver
2008,AZE,Bronze
2008,TUR,Bronze
2008,UKR,Gold
2008,FRA,Silver
2008,ARM,Bronze
2008,CUB,Bronze
2008,RUS,Gold
2008,FRA,Silver
2008,CUB,Bronze
2008,FRA,Bronze
2008,DOM,Gold
2008,THA,Silver
2008,CHN,Bronze
2008,KOR,Bronze
2008,KAZ,Gold
2008,CUB,Silver
2008,IND,Bronze
2008,IRL,Bronze
2008,GBR,Gold
2008,CUB,Silver
2008,GBR,Bronze
2008,KAZ,Bronze
2008,CHN,Gold
2008,IRL,Silver
2008,CUB,Bronze
2008,USA,Bronze
2008,RUS,Gold
2008,ITA,Silver
2008,CAN,Bronze
2008,HUN,Gold
2008,ESP,Silver
2008,UKR,Bronze
2008,RUS,Gold
2008,ESP,Silver
2008,HUN,Bronze
2008,HUN,Bronze
2008,BLR,Gold
2008,BLR,Gold
2008,GER,Silver
2008,GER,Silver
2008,GER,Bronze
2008,GER,Bronze
2008,CHN,Gold
2008,CHN,Gold
2008,RUS,Silver
2008,RUS,Silver
2008,AUS,Bronze
2008,GBR,Gold
2008,NOR,Silver
2008,GBR,Bronze
2008,AUS,Gold
2008,CAN,Silver
2008,GER,Bronze
2008,UKR,Gold
2008,ITA,Silver
2008,ITA,Bronze
2008,ITA,Bronze
2008,GER,Gold
2008,GER,Gold
2008,DEN,Silver
2008,DEN,Silver
2008,BLR,Bronze
2008,BLR,Bronze
2008,ESP,Gold
2008,ESP,Gold
2008,GER,Silver
2008,GER,Silver
2008,FRA,Bronze
2008,FRA,Bronze
2008,HUN,Gold
2008,HUN,Gold
2008,POL,Silver
2008,POL,Silver
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,BLR,Gold
2008,BLR,Gold
2008,BLR,Gold
2008,BLR,Gold
2008,SVK,Silver
2008,SVK,Silver
2008,SVK,Silver
2008,SVK,Silver
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,AUS,Bronze
2008,GER,Gold
2008,GER,Gold
2008,GER,Gold
2008,GER,Gold
2008,HUN,Silver
2008,HUN,Silver
2008,HUN,Silver
2008,HUN,Silver
2008,AUS,Bronze
2008,SVK,Gold
2008,GBR,Silver
2008,RUS,Bronze
2008,RUS,Bronze
2008,SVK,Gold
2008,SVK,Gold
2008,CZE,Silver
2008,CZE,Silver
2008,TOG,Bronze
2008,GER,Gold
2008,FRA,Silver
2008,AUT,Bronze
2008,SVK,Gold
2008,AUS,Silver
2008,USA,Bronze
2008,LAT,Gold
2008,USA,Silver
2008,USA,Bronze
2008,FRA,Gold
2008,FRA,Silver
2008,SUI,Bronze
2008,ESP,Gold
2008,ITA,Bronze
2008,GBR,Gold
2008,SWE,Silver
2008,USA,Bronze
2008,SUI,Gold
2008,SWE,Silver
2008,SUI,Bronze
2008,USA,Gold
2008,GBR,Silver
2008,GBR,Bronze
2008,GBR,Gold
2008,NZL,Silver
2008,UKR,Bronze
2008,GBR,Gold
2008,GBR,Silver
2008,JPN,Bronze
2008,GBR,Gold
2008,GBR,Silver
2008,RUS,Bronze
2008,RUS,Bronze
2008,ARG,Gold
2008,ARG,Gold
2008,ESP,Silver
2008,ESP,Silver
2008,GBR,Bronze
2008,ESP,Gold
2008,GER,Silver
2008,ESP,Bronze
2008,NED,Gold
2008,CUB,Silver
2008,CHN,Bronze
2008,GBR,Gold
2008,AUS,Silver
2008,FRA,Bronze
2008,GBR,Gold
2008,GBR,Silver
2008,NZL,Bronze
2008,NZL,Bronze
2008,NZL,Bronze
2008,NZL,Bronze
2008,GBR,Gold
2008,GBR,Gold
2008,GBR,Gold
2008,GBR,Gold
2008,DEN,Silver
2008,DEN,Silver
2008,DEN,Silver
2008,DEN,Silver
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,GBR,Gold
2008,GBR,Gold
2008,GBR,Gold
2008,FRA,Silver
2008,FRA,Silver
2008,FRA,Silver
2008,SUI,Bronze
2008,FRA,Gold
2008,FRA,Silver
2008,RUS,Bronze
2008,GER,Gold
2008,POL,Silver
2008,GER,Bronze
2008,NED,Gold
2008,GER,Silver
2008,DEN,Bronze
2008,NED,Silver
2008,DEN,Bronze
2008,DEN,Bronze
2008,GER,Gold
2008,GER,Gold
2008,GER,Gold
2008,NED,Silver
2008,NED,Silver
2008,GER,Gold
2008,GBR,Bronze
2008,USA,Silver
2008,GBR,Bronze
2008,GER,Gold
2008,GER,Gold
2008,GER,Gold
2008,GER,Gold
2008,AUS,Silver
2008,AUS,Silver
2008,GBR,Bronze
2008,GBR,Bronze
2008,GBR,Bronze
2008,GBR,Bronze
2008,GER,Gold
2008,AUS,Silver
2008,AUS,Silver
2008,AUS,Silver
2008,CAN,Gold
2008,SWE,Silver
2008,USA,Bronze
2008,SUI,Bronze
2008,SUI,Bronze
2008,SUI,Bronze
2008,USA,Gold
2008,USA,Gold
2008,CAN,Silver
2008,CAN,Silver
2008,CAN,Silver
2008,SUI,Bronze
2008,USA,Gold
2008,USA,Gold
2008,CAN,Silver
2008,ESP,Bronze
2008,ITA,Gold
2008,FRA,Silver
2008,HUN,Bronze
2008,GER,Gold
2008,ROU,Silver
2008,ITA,Bronze
2008,ITA,Bronze
2008,ITA,Bronze
2008,ITA,Bronze
2008,FRA,Gold
2008,FRA,Gold
2008,FRA,Gold
2008,POL,Silver
2008,POL,Silver
2008,POL,Silver
2008,POL,Silver
2008,ITA,Bronze
2008,GER,Gold
2008,JPN,Silver
2008,ITA,Bronze
2008,ITA,Gold
2008,KOR,Silver
2008,ITA,Bronze
2008,ITA,Bronze
2008,ITA,Bronze
2008,ITA,Bronze
2008,RUS,Gold
2008,RUS,Gold
2008,RUS,Gold
2008,RUS,Gold
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,ROU,Bronze
2008,CHN,Gold
2008,FRA,Silver
2008,USA,Bronze
2008,USA,Gold
2008,USA,Silver
2008,ITA,Bronze
2008,ITA,Bronze
2008,ITA,Bronze
2008,ITA,Bronze
2008,FRA,Gold
2008,FRA,Gold
2008,FRA,Gold
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Silver
2008,USA,Bronze
2008,USA,Bronze
2008,USA,Bronze
2008,UKR,Gold
2008,UKR,Gold
2008,UKR,Gold
2008,UKR,Gold
2008,CHN,Silver
2008,CHN,Silver
2008,CHN,Silver
2008,CHN,Silver
2008,BRA,Bronze
2008,BRA,Bronze
2008,BRA,Bronze
2008,BRA,Bronze
2008,BRA,Bronze
2008,BRA,Bronze
2008,BRA,Bronze
2008,BRA,Bronze
2008,BRA,Bronze
2008,BRA,Bronze
2008,BRA,Bronze
2008,BRA,Bronze
2008,BRA,Bronze
2008,BRA,Bronze
2008,BRA,Bronze
2008,BRA,Bronze
2008,BRA,Bronze
2008,BRA,Bronze
2008,ARG,Gold
2008,ARG,Gold
2008,ARG,Gold
2008,ARG,Gold
2008,ARG,Gold
2008,ARG,Gold
2008,ARG,Gold
2008,ARG,Gold
2008,ARG,Gold
2008,ARG,Gold
2008,ARG,Gold
2008,ARG,Gold
2008,ARG,Gold
2008,ARG,Gold
2008,ARG,Gold
2008,ARG,Gold
2008,ARG,Gold
2008,ARG,Gold
2008,NGR,Silver
2008,NGR,Silver
2008,NGR,Silver
2008,NGR,Silver
2008,NGR,Silver
2008,NGR,Silver
2008,NGR,Silver
2008,NGR,Silver
2008,NGR,Silver
2008,NGR,Silver
2008,NGR,Silver
2008,NGR,Silver
2008,NGR,Silver
2008,NGR,Silver
2008,NGR,Silver
2008,NGR,Silver
2008,NGR,Silver
2008,NGR,Silver
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,GER,Bronze
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,USA,Gold
2008,BRA,Silver
2008,BRA,Silver
2008,BRA,Silver
2008,BRA,Silver
2008,BRA,Silver
2008,BRA,Silver
2008,BRA,Silver
2008,BRA,Silver
2008,BRA,Silver
2008,BRA,Silver
2008,BRA,Silver
2008,BRA,Silver
2008,BRA,Silver
2008,BRA,Silver
2008,BRA,Silver
2008,BRA,Silver
2008,BRA,Silver
2008,BRA,Silver
2008,CHN,Bronze
2008,USA,Gold
2008,USA,Silver
2008,RUS,Bronze
2008,CHN,Gold
2008,ESP,Silver
2008,USA,Bronze
2008,ROU,Gold
2008,USA,Silver
2008,GER,Bronze
2008,CHN,Gold
2008,USA,Silver
2008,FRA,Bronze
2008,CHN,Gold
